City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
214,talnakh,69.4865,88.3972,-22.11,98,100,2.56,RU,1675727205
215,monrovia,6.3005,-10.7969,23.87,89,41,3.21,LR,1675727137
216,cobija,-11.0267,-68.7692,21.75,97,92,0.87,BO,1675727388
217,aripuana,-9.1667,-60.6333,22.38,95,43,1.3,BR,1675727389
218,naze,28.3667,129.4833,18.51,80,41,6.49,JP,1675727389
219,dulce grande,23.0,-102.1667,24.01,13,3,2.26,MX,1675727390
220,mattru,7.6244,-11.8332,23.3,78,95,0.7,SL,1675727390
221,tasiilaq,65.6145,-37.6368,-10.91,92,97,3.23,GL,1675727390
222,yerbogachen,61.2767,108.0108,-30.82,100,93,1.1,RU,1675727391
223,picota,-6.9197,-76.3304,28.27,81,88,0.56,PE,1675727391
224,zaysan,47.4667,84.8667,-10.75,76,72,2.51,KZ,1675727392
225,osypenko,46.9136,36.8253,-4.03,71,98,8.24,UA,1675727392
226,longyearbyen,78.2186,15.6401,-3.97,92,100,17.74,SJ,1675727392
227,hue,16.4667,107.6,23.06,94,75,0.51,VN,1675727108
228,marawi,7.9986,124.2928,21.73,83,100,0.6,PH,1675727393
229,haverfordwest,51.8017,-4.9691,3.65,90,37,1.92,GB,1675727393
230,pandan,14.0453,124.1694,25.73,86,77,4.85,PH,1675727231
231,el alto,-4.2714,-81.2147,26.81,76,69,3.97,PE,1675727394
232,faanui,-16.4833,-151.75,27.43,75,10,6.56,PF,1675727394
233,elko,41.0002,-115.5012,0.01,85,68,3.02,US,1675727215
234,boa vista,2.8197,-60.6733,25.99,78,40,3.09,BR,1675727395
235,carnarvon,-24.8667,113.6333,25.3,61,0,9.08,AU,1675727395
236,sunrise manor,36.2111,-115.0731,16.73,23,0,8.23,US,1675727396
237,santa barbara,34.7333,-120.0343,16.05,37,0,5.66,US,1675727185
238,khani,41.9563,42.9566,3.76,70,100,0.63,GE,1675727396
239,gamba,-2.65,10.0,25.72,83,95,0.81,GA,1675727118
240,ketchikan,55.3422,-131.6461,7.26,57,100,0.0,US,1675727397
241,barreirinhas,-2.7469,-42.8264,24.63,88,96,2.29,BR,1675727397
242,labuhan,-6.8844,112.2051,25.22,85,100,3.22,ID,1675727287
243,maraba,-5.3686,-49.1178,27.1,100,75,1.54,BR,1675727398
244,praia da vitoria,38.7333,-27.0667,12.64,94,40,11.38,PT,1675727398
245,moba,33.2288,105.0179,2.05,70,97,0.56,CN,1675727399
246,pitimbu,-7.4706,-34.8086,25.33,67,85,5.24,BR,1675727399
247,aksarka,66.5606,67.7975,-26.06,100,97,1.25,RU,1675727399
248,kulhudhuffushi,6.6221,73.07,26.81,76,100,4.58,MV,1675727400
249,grindavik,63.8424,-22.4338,0.26,59,75,16.98,IS,1675727400
250,haines junction,60.7522,-137.5108,0.97,32,88,2.06,CA,1675727401
251,sao joao da barra,-21.6403,-41.0511,26.05,92,97,2.62,BR,1675727401
252,eydhafushi,5.1033,73.0708,26.86,76,92,4.27,MV,1675727255
253,zapolyarnyy,69.4154,30.8136,-0.4,90,100,8.79,RU,1675727401
254,kuusamo,65.9667,29.1833,-3.98,93,100,3.6,FI,1675727402
255,souillac,-20.5167,57.5167,24.21,94,75,3.09,MU,1675727404
256,hami,42.8,93.45,0.76,41,100,1.56,CN,1675727372
257,oneida,43.2001,-75.4663,-0.55,76,0,2.57,US,1675727405
258,yulara,-25.2406,130.9889,30.34,16,0,5.57,AU,1675727406
259,rocha,-34.4833,-54.3333,20.24,96,3,2.24,UY,1675727186
260,ploemeur,47.7333,-3.4333,5.53,73,0,5.66,FR,1675727406
261,pacific grove,36.6177,-121.9166,15.44,71,0,6.26,US,1675727407
262,xinzhou,38.4092,112.7333,-2.04,49,31,0.3,CN,1675727408
263,charters towers,-20.1,146.2667,29.38,61,71,5.43,AU,1675727409
264,bergerac,44.8333,0.5,3.26,80,0,1.54,FR,1675727409
265,moron,-34.6534,-58.6198,30.94,53,0,4.28,AR,1675727410
266,kasongo-lunda,-6.4667,16.8167,20.31,92,87,0.83,CD,1675727410
267,kupiskis,55.8333,24.9667,-2.9,97,89,3.08,LT,1675727411
268,krasnoselkup,65.7,82.4667,-17.87,97,100,2.62,RU,1675727412
269,bolshaya rechka,51.9503,104.7355,-23.75,99,82,1.05,RU,1675727413
270,maine-soroa,13.2114,12.0241,21.13,14,96,4.39,NE,1675727413
271,jiuquan,39.7432,98.5174,-3.97,46,2,2.59,CN,1675727414
272,tyret pervaya,53.6703,102.3106,-25.03,100,100,0.92,RU,1675727415
273,aktau,43.65,51.2,1.32,75,100,5.81,KZ,1675727415
274,iranshahr,27.2025,60.6848,16.36,38,11,0.2,IR,1675727416
275,saint-augustin,51.226,-58.6502,-20.37,88,85,2.93,CA,1675727416
276,provideniya,64.3833,-173.3,-16.94,66,100,6.0,RU,1675727416
277,antsohihy,-14.8796,47.9875,22.23,97,100,1.28,MG,1675727417
278,moree,-29.4667,149.85,28.97,45,46,5.06,AU,1675727292
279,stephenville,32.2207,-98.2023,21.8,54,0,6.69,US,1675727418
280,troitsko-pechorsk,62.7084,56.1964,-25.03,100,100,0.84,RU,1675727418
281,keti bandar,24.1447,67.4497,20.77,76,2,3.61,PK,1675727419
282,vardo,70.3705,31.1107,0.99,93,100,13.38,NO,1675727174
283,pita,10.8333,-12.5833,24.77,38,96,0.75,GN,1675727419
284,hokitika,-42.7167,170.9667,17.77,70,99,2.72,NZ,1675727420
285,scarborough,54.2797,-0.4044,3.28,86,53,0.89,GB,1675727420
286,cabedelo,-6.9811,-34.8339,25.37,72,61,5.44,BR,1675727421
287,chaoyang,41.5703,120.4586,-4.23,44,100,1.07,CN,1675727422
288,the valley,18.217,-63.0578,25.61,78,20,5.66,AI,1675727423
289,ngama,11.7833,17.1667,21.38,17,46,5.07,TD,1675727423
290,korla,41.7597,86.1469,-0.36,61,100,0.71,CN,1675727423
291,yacuiba,-22.038,-63.6797,23.85,66,97,1.95,BO,1675727424
292,teya,60.3778,92.6267,-23.89,100,100,0.9,RU,1675727424
293,sitka,57.0531,-135.33,2.94,87,100,2.06,US,1675727425
294,mikkeli,61.6886,27.2723,-7.14,92,0,0.51,FI,1675727426
295,taksimo,56.3444,114.8794,-18.87,88,100,1.65,RU,1675727428
296,broome,42.2506,-75.833,-0.55,80,100,4.12,US,1675727152
297,auki,-8.7676,160.7034,29.44,66,98,3.05,SB,1675727429
298,wencheng,33.0559,113.7978,4.91,77,37,1.68,CN,1675727429
299,catamarca,-28.4696,-65.7852,27.55,44,8,3.49,AR,1675727225
300,sapa,5.1544,120.3241,27.22,74,64,0.14,PH,1675727430
301,labrea,-7.2586,-64.7981,23.31,97,100,0.9,BR,1675727430
302,asau,46.4333,26.4,-5.49,92,70,2.27,RO,1675727431
303,myaundzha,63.0494,147.1858,-37.18,98,96,1.25,RU,1675727431
304,portales,34.1862,-103.3344,17.74,15,1,2.35,US,1675727432
305,darnah,32.767,22.6367,9.91,73,90,6.39,LY,1675727297
306,ballina,-28.8667,153.5667,25.99,73,96,3.23,AU,1675727432
307,djibo,14.1022,-1.6306,27.55,13,100,4.08,BF,1675727433
308,cayenne,4.9333,-52.3333,24.02,94,75,1.03,GF,1675727165
309,onega,63.9061,38.1404,-14.83,99,97,1.56,RU,1675727433
310,rosarito,32.3333,-117.0333,19.12,55,0,6.93,MX,1675727287
311,fairlie,55.756,-4.8556,8.43,87,100,2.24,GB,1675727434
312,narsaq,60.9167,-46.05,-16.88,64,29,3.87,GL,1675727434
313,mon,26.75,95.1,11.88,76,57,1.0,IN,1675727435
314,glasgow,55.8652,-4.2576,8.32,85,100,5.66,GB,1675727435
315,belaya gora,68.5333,146.4167,-31.9,100,100,0.66,RU,1675727435
316,meulaboh,4.1363,96.1285,23.58,81,98,0.71,ID,1675727436
317,romitan,39.9343,64.3814,1.97,87,0,3.09,UZ,1675727436
318,helsinki,60.1695,24.9355,-2.16,91,0,1.54,FI,1675727293
319,vilcun,-38.65,-72.2333,17.32,52,0,1.89,CL,1675727437
320,port lincoln,-34.7333,135.8667,20.08,70,0,6.38,AU,1675727437
321,paamiut,61.994,-49.6678,-13.82,93,100,4.01,GL,1675727437
322,waipawa,-41.4122,175.5153,22.72,53,6,2.21,NZ,1675727438
323,san cristobal,7.7669,-72.225,25.1,72,55,0.62,VE,1675727438
324,silver city,32.7701,-108.2803,9.81,33,1,5.36,US,1675727395
325,kushima,31.4583,131.2333,12.54,92,100,5.4,JP,1675727438
326,mgachi,51.05,142.2667,-16.76,94,100,1.9,RU,1675727439
327,flinders,-34.5833,150.8552,22.36,85,90,1.08,AU,1675727439
328,tanete,-3.9443,119.7848,26.97,79,92,1.48,ID,1675727439
329,gao,16.6362,1.637,25.45,12,97,4.38,ML,1675727440
330,luanda,-8.8368,13.2343,26.0,83,40,2.57,AO,1675727441
331,quatre cocos,-20.2078,57.7625,25.61,81,85,5.81,MU,1675727441
332,mandiana,10.6333,-8.6833,26.13,18,98,0.95,GN,1675727442
333,serebryansk,49.6925,83.2892,-7.98,95,99,1.79,KZ,1675727442
334,tsiroanomandidy,-18.7667,46.0333,19.42,96,100,1.49,MG,1675727442
335,constantine,36.365,6.6147,6.67,87,75,1.03,DZ,1675727442
336,codrington,-38.2667,141.9667,17.71,67,69,5.22,AU,1675727443
337,ngunguru,-35.6167,174.5,22.55,56,8,1.69,NZ,1675727443
338,sola,-13.8833,167.55,26.74,72,100,2.54,VU,1675727444
339,jega,12.2175,4.3792,26.28,17,100,4.55,NG,1675727444
340,koslan,63.4564,48.8989,-23.71,100,100,1.28,RU,1675727444
341,beringovskiy,63.05,179.3167,-26.24,90,97,3.88,RU,1675727445
342,nelson bay,-32.7167,152.15,27.27,68,70,5.39,AU,1675727445
343,rio gallegos,-51.6226,-69.2181,19.03,39,75,8.23,AR,1675727313
344,bako,5.7833,36.5667,19.39,43,28,1.76,ET,1675727446
345,santomera,38.0615,-1.0488,10.46,77,88,0.89,ES,1675727446
346,tecoanapa,16.5167,-98.75,27.44,64,2,3.88,MX,1675727446
347,sistranda,63.7256,8.834,4.98,74,99,4.48,NO,1675727447
348,luba,3.4568,8.5547,25.94,85,48,4.17,GQ,1675727447
349,kiunga,-6.1219,141.2906,25.4,88,99,1.69,PG,1675727447
350,cilegon,-6.0174,106.0538,25.76,80,100,1.0,ID,1675727448
351,kenai,60.5544,-151.2583,0.08,92,100,5.14,US,1675727448
352,puerto escondido,15.85,-97.0667,27.46,65,75,0.0,MX,1675727449
353,north bend,43.4065,-124.2243,11.25,71,100,0.0,US,1675727449
354,rafai,4.95,23.9167,21.62,26,16,0.88,CF,1675727449
355,pervoye maya,56.164,44.7196,-20.14,100,100,0.54,RU,1675727450
356,padang,-0.9492,100.3543,22.03,80,85,1.76,ID,1675727451
357,shaowu,27.3409,117.4831,12.85,96,94,0.81,CN,1675727451
358,veere,51.5483,3.6667,3.0,94,10,1.54,NL,1675727452
359,dickinson,29.4608,-95.0513,21.05,75,75,9.77,US,1675727452
360,port hardy,50.6996,-127.4199,8.1,100,100,4.12,CA,1675727453
361,lethem,3.3803,-59.7968,27.45,63,54,5.65,GY,1675727453
362,nizhniy tsasuchey,50.5167,115.1333,-19.69,93,20,2.86,RU,1675727453
363,peleduy,59.6289,112.7406,-20.76,99,100,0.48,RU,1675727454
364,francisco beltrao,-26.0811,-53.055,20.75,56,56,0.8,BR,1675727454
365,broken hill,-31.95,141.4333,26.69,25,1,6.78,AU,1675727454
366,nouadhibou,20.931,-17.0347,15.99,67,0,8.75,MR,1675727455
367,botwood,49.1499,-55.3482,-6.72,95,100,3.52,CA,1675727455
368,ushirombo,-3.4919,31.9639,15.9,95,95,1.36,TZ,1675727456
369,kaitangata,-46.2817,169.8464,18.84,55,39,2.74,NZ,1675727456
370,bozoum,6.3193,16.3799,22.11,18,15,1.35,CF,1675727456
371,nishihara,26.1842,127.7558,20.6,89,75,6.17,JP,1675727457
372,muscat,23.6139,58.5922,19.01,59,59,1.03,OM,1675727370
373,sabinov,49.1031,21.0988,-5.28,95,62,2.29,SK,1675727457
374,goderich,43.7501,-81.7165,-1.82,74,36,3.09,CA,1675727375
375,matay,28.419,30.7792,9.41,50,67,3.12,EG,1675727458
376,aasiaat,68.7098,-52.8699,-19.63,94,100,3.04,GL,1675727459
377,umm lajj,25.0213,37.2685,19.04,49,97,3.47,SA,1675727459
378,olinda,-8.0089,-34.8553,26.85,69,40,2.06,BR,1675727459
379,christchurch,-43.5333,172.6333,28.56,49,9,5.14,NZ,1675727279
380,port blair,11.6667,92.75,25.02,88,40,0.0,IN,1675727460
381,challapata,-18.9,-66.7667,10.86,67,76,2.76,BO,1675727460
382,horsham,51.064,-0.3272,4.23,86,20,0.51,GB,1675727460
383,saint-philippe,-21.3585,55.7679,24.77,87,87,4.61,RE,1675727461
384,imeni stepana razina,54.8932,44.2963,-20.03,100,93,1.94,RU,1675727462
385,beboto,8.2668,16.939,23.18,15,26,2.13,TD,1675727463
386,mahebourg,-20.4081,57.7,25.7,94,75,3.09,MU,1675727463
387,moerai,-22.4333,-151.3333,26.58,75,97,4.26,PF,1675727464
388,acajutla,13.5928,-89.8275,26.71,60,0,3.27,SV,1675727464
389,san juan,-31.5375,-68.5364,33.17,15,30,4.67,AR,1675727172
390,honiara,-9.4333,159.95,28.17,77,99,3.76,SB,1675727465
391,agartala,23.8364,91.275,13.68,53,0,1.3,IN,1675727465
392,sechura,-5.5569,-80.8222,26.17,66,46,6.0,PE,1675727466
393,marquette,46.5333,-87.6335,-2.88,83,100,5.36,US,1675727467
394,khanpur,28.6453,70.6567,14.28,49,0,3.62,PK,1675727467
395,catuday,16.2923,119.8062,25.44,75,91,3.7,PH,1675727468
396,calabazar de sagua,22.6447,-79.8961,25.26,78,40,5.14,CU,1675727468
397,namibe,-15.1961,12.1522,21.29,79,71,2.18,AO,1675727469
398,flin flon,54.7682,-101.865,-9.09,67,100,4.63,CA,1675727469
399,calca,-13.3333,-71.95,15.64,86,92,2.56,PE,1675727470
400,saint george,37.1041,-113.5841,11.33,36,75,3.58,US,1675727275
401,riachao,-7.3619,-46.6172,23.59,82,70,1.72,BR,1675727471
402,semnan,35.5729,53.3971,8.91,34,75,2.06,IR,1675727422
403,mamallapuram,12.6264,80.1722,24.03,80,5,0.84,IN,1675727472
404,tartagal,-22.5164,-63.8013,26.46,51,98,2.08,AR,1675727473
405,klaksvik,62.2266,-6.589,6.51,67,100,13.39,FO,1675727253
406,buraydah,26.326,43.975,15.25,44,100,3.55,SA,1675727473
407,shreveport,32.5251,-93.7502,22.12,61,75,7.72,US,1675727312
408,kalianget,-7.05,113.9333,25.24,84,100,4.15,ID,1675727474
409,olafsvik,64.8945,-23.7142,0.17,58,100,16.93,IS,1675727475
410,honningsvag,70.9821,25.9704,4.86,81,100,8.75,NO,1675727475
411,celestun,20.8667,-90.4,24.15,75,43,6.62,MX,1675727476
412,dingle,10.9995,122.6711,25.75,85,100,4.11,PH,1675727477
413,irbil,36.1926,44.0106,9.9,71,75,5.14,IQ,1675727477
414,noshiro,40.2039,140.0242,-0.54,75,42,1.27,JP,1675727477
415,pangoa,-12.1167,-73.0,20.5,97,99,0.35,PE,1675727478
416,westport,41.1415,-73.3579,6.05,65,75,6.17,US,1675727276
417,segou,13.4317,-6.2157,27.59,13,100,3.13,ML,1675727479
418,siilinjarvi,63.0833,27.6667,-5.99,86,0,2.06,FI,1675727479
419,los llanos de aridane,28.6585,-17.9182,13.86,63,100,3.09,ES,1675727480
420,lages,-27.8161,-50.3261,16.06,69,23,1.42,BR,1675727480
421,sibolga,1.7427,98.7792,24.13,82,100,1.71,ID,1675727480
422,deogarh,21.5333,84.7333,14.12,40,0,1.05,IN,1675727481
423,canatlan,24.5167,-104.7833,21.55,12,36,8.14,MX,1675727481
